date,channel,offered_contacts,answered_contacts,abandoned_contacts,avg_aht_seconds,avg_asa_seconds,fcr_rate_pct,occupancy_pct,staffing_hours,labor_cost_usd
2025-07-15,Chat,20,14,6,849,26,92.9,89.8,3.68,106.12
2025-07-15,Email,16,12,4,879,13,83.3,91.2,3.21,76.63
2025-07-15,Web Form,9,6,3,679,11,83.3,77.9,1.45,36.67
2025-07-15,Community,9,2,7,843,14,100.0,88.6,0.53,14.88
2025-07-16,Phone,43,31,12,1030,35,90.3,82.8,10.72,282.76
2025-07-16,Chat,16,15,1,1102,25,93.3,88.2,5.21,137.45
2025-07-16,Email,18,4,14,571,27,75.0,89.0,0.71,17.2
2025-07-16,Web Form,15,7,8,804,11,85.7,83.1,1.88,44.13
2025-07-16,Community,9,2,7,669,23,100.0,80.1,0.46,11.41
2025-07-17,Phone,31,24,7,1071,22,75.0,66.2,10.78,217.23
2025-07-17,Chat,11,9,2,885,21,88.9,78.1,2.83,74.85
2025-07-17,Email,14,10,4,877,27,90.0,76.3,3.19,65.62
2025-07-17,Web Form,8,1,7,571,13,100.0,81.6,0.19,5.31
2025-07-17,Community,9,3,6,646,14,100.0,79.2,0.68,16.42
2025-07-18,Phone,36,26,10,1184,21,92.3,77.9,10.98,222.13
2025-07-18,Chat,21,12,9,681,9,83.3,82.9,2.74,60.39
2025-07-18,Email,14,8,6,757,20,87.5,87.8,1.92,36.83
2025-07-18,Web Form,14,6,8,657,14,100.0,76.9,1.42,39.19
2025-07-18,Community,13,4,9,797,19,100.0,78.2,1.13,27.82
2025-07-19,Phone,23,22,1,1152,30,100.0,81.8,8.61,216.91
2025-07-19,Chat,23,12,11,919,16,91.7,77.0,3.98,101.03
2025-07-19,Email,23,10,13,786,27,100.0,75.2,2.9,61.25
2025-07-19,Web Form,16,5,11,686,23,80.0,79.4,1.2,34.52
2025-07-19,Community,15,1,14,1063,18,100.0,81.8,0.36,8.13
2025-07-20,Phone,24,22,2,1187,35,86.4,81.3,8.92,243.78
2025-07-20,Chat,23,13,10,969,24,100.0,81.1,4.31,100.0
2025-07-20,Email,18,9,9,829,25,77.8,83.8,2.47,52.22
2025-07-20,Web Form,5,2,3,547,6,100.0,84.9,0.36,7.66
2025-07-20,Community,2,1,1,335,26,100.0,77.6,0.12,2.74
2025-07-21,Phone,38,25,13,1080,38,84.0,76.5,9.81,258.54
2025-07-21,Chat,21,11,10,913,31,90.9,96.0,2.91,77.21
2025-07-21,Email,23,12,11,789,10,100.0,87.5,3.01,74.5
2025-07-21,Web Form,12,5,7,818,23,60.0,96.0,1.18,25.96
2025-07-21,Community,6,1,5,600,16,100.0,83.4,0.2,4.15
2025-07-22,Phone,35,32,3,1168,34,84.4,75.4,13.76,269.89
2025-07-22,Chat,23,16,7,777,21,87.5,72.8,4.75,120.88
2025-07-22,Email,17,8,9,957,19,87.5,90.1,2.36,48.04
2025-07-22,Web Form,12,3,9,802,22,100.0,73.7,0.91,20.93
2025-07-22,Community,13,3,10,742,39,100.0,77.8,0.8,21.71
2025-07-23,Phone,23,19,4,1253,31,89.5,81.6,8.11,163.03
2025-07-23,Chat,24,12,12,681,32,91.7,83.3,2.72,52.8
2025-07-23,Email,18,10,8,626,10,100.0,92.7,1.88,47.07
2025-07-23,Web Form,21,7,14,714,19,85.7,86.3,1.61,43.55
2025-07-23,Community,13,2,11,475,33,100.0,84.7,0.31,6.31
2025-07-24,Phone,30,22,8,1008,31,86.4,66.8,9.22,218.98
2025-07-24,Chat,14,12,2,1002,24,75.0,73.3,4.56,86.96
2025-07-24,Email,18,8,10,815,16,100.0,79.2,2.29,53.7
2025-07-24,Web Form,9,7,2,708,18,85.7,86.5,1.59,36.55
2025-07-24,Community,7,5,2,849,14,60.0,87.0,1.35,37.08
2025-07-25,Phone,36,30,6,1038,30,83.3,77.1,11.22,284.15
2025-07-25,Chat,16,13,3,1036,31,92.3,78.2,4.78,125.19
2025-07-25,Email,22,10,12,708,15,90.0,81.4,2.42,67.95
2025-07-25,Web Form,18,8,10,861,24,100.0,86.4,2.22,55.45
2025-07-25,Community,10,4,6,681,18,75.0,84.6,0.89,22.2
2025-07-26,Phone,39,27,12,1202,28,88.9,79.0,11.41,295.18
2025-07-26,Chat,12,11,1,851,18,90.9,79.0,3.29,92.21
2025-07-26,Email,15,9,6,860,20,88.9,88.1,2.44,63.32
2025-07-26,Web Form,15,5,10,517,19,100.0,77.3,0.93,20.43
2025-07-26,Community,9,3,6,916,16,100.0,80.4,0.95,26.09
2025-07-27,Phone,35,33,2,1194,29,97.0,77.1,14.2,275.94
2025-07-27,Chat,19,15,4,968,29,86.7,78.0,5.17,125.48
2025-07-27,Email,23,9,14,649,13,88.9,84.3,1.92,36.95
2025-07-27,Web Form,10,7,3,747,23,100.0,71.4,2.03,54.57
2025-07-27,Community,6,2,4,467,21,100.0,89.0,0.29,7.15
2025-07-28,Phone,33,27,6,1150,35,92.6,82.1,10.5,302.84
2025-07-28,Chat,26,13,13,902,12,92.3,74.6,4.36,122.98
2025-07-28,Email,19,7,12,929,24,85.7,69.4,2.6,65.05
2025-07-28,Web Form,18,5,13,602,28,60.0,75.5,1.11,31.05
2025-07-28,Community,16,3,13,778,12,100.0,84.9,0.76,20.52
2025-07-29,Phone,36,28,8,1122,34,89.3,80.8,10.8,255.01
2025-07-29,Chat,18,11,7,853,9,72.7,93.0,2.8,55.51
2025-07-29,Email,18,8,10,771,23,100.0,82.1,2.09,49.39
2025-07-29,Web Form,13,3,10,1129,12,100.0,89.9,1.05,26.52
2025-07-29,Community,13,1,12,814,9,100.0,80.9,0.28,5.85
2025-07-30,Phone,27,27,0,967,37,88.9,71.4,10.16,219.76
2025-07-30,Chat,20,16,4,884,17,87.5,82.3,4.78,122.42
2025-07-30,Email,19,13,6,819,7,92.3,85.9,3.44,68.93
2025-07-30,Web Form,5,3,2,641,24,100.0,92.8,0.58,16.8
2025-07-30,Community,12,4,8,617,19,100.0,85.6,0.8,16.77
2025-07-31,Phone,37,35,2,1112,22,85.7,92.9,11.64,251.41
2025-07-31,Chat,22,18,4,780,5,94.4,92.5,4.22,80.37
2025-07-31,Email,14,8,6,813,18,87.5,94.2,1.92,41.21
2025-07-31,Web Form,17,8,9,895,18,75.0,84.2,2.36,55.43
2025-07-31,Community,13,3,10,892,26,66.7,79.3,0.94,26.37
