case_number,case_id,created_at,case_subtype,symptom_summary,asset_name,channel,case_status,support_tier,platform,country,handle_time_minutes,transfers,resolved_flag,csat_score,sentiment_score
7001200,CSE001200,2025-07-17T00:00:00.000Z,Functionality,No live stream,Chime,Chat,Closed,Tier 1,Web,AU,20,1,1,2,-0.37
7001201,CSE001201,2025-07-11T00:00:00.000Z,Connectivity,Device setup issue,Chime,Email,Closed,Tier 3,Android,DE,17,1,1,5,0.98
7001202,CSE001202,2025-05-06T00:00:00.000Z,Connectivity,App login issues,Camera,Chat,Closed,Tier 3,iOS,US,29,0,1,4,0.61
7001203,CSE001203,2025-07-07T00:00:00.000Z,Billing,Subscription question,Doorbell,Phone,In Progress,Tier 3,iOS,DE,7,1,1,1,-1.0
7001204,CSE001204,2025-05-30T00:00:00.000Z,Functionality,Order status,Floodlight,Chat,Closed,Tier 1,Unknown,CA,12,1,1,4,0.4
7001205,CSE001205,2025-07-03T00:00:00.000Z,Functionality,Motion alerts delayed,Doorbell,Phone,Closed,Tier 1,Web,UK,14,0,1,2,-0.82
7001206,CSE001206,2025-05-06T00:00:00.000Z,Functionality,Base station offline,Floodlight,Phone,Closed,Tier 1,Android,CA,4,0,1,4,0.66
7001207,CSE001207,2025-06-04T00:00:00.000Z,Billing,Order status,Chime,Chat,Closed,Tier 2,Web,CA,14,0,1,3,-0.39
7001208,CSE001208,2025-05-12T00:00:00.000Z,Connectivity,Motion alerts delayed,Doorbell,Chat,Closed,Tier 1,Android,AU,25,2,1,2,-0.83
7001209,CSE001209,2025-06-05T00:00:00.000Z,Account,Base station offline,Floodlight,Chat,In Progress,Tier 1,Android,DE,19,0,0,4,0.63
7001210,CSE001210,2025-05-24T00:00:00.000Z,Account,No live stream,Doorbell,Email,Closed,Tier 2,Android,DE,18,0,1,4,0.7
7001211,CSE001211,2025-07-22T00:00:00.000Z,Billing,App login issues,Chime,Phone,Closed,Tier 1,Android,UK,12,0,1,5,1.0
7001212,CSE001212,2025-07-30T00:00:00.000Z,Inquiry,No live stream,Base Station,Phone,Closed,Tier 1,Android,AU,17,1,1,2,-0.4
7001213,CSE001213,2025-07-15T00:00:00.000Z,Inquiry,Order status,Base Station,Email,Closed,Tier 1,Android,AU,19,0,1,4,0.61
7001214,CSE001214,2025-05-31T00:00:00.000Z,Functionality,App login issues,Camera,Chat,Closed,Tier 2,iOS,UK,17,0,1,4,0.67
7001215,CSE001215,2025-06-26T00:00:00.000Z,Functionality,No live stream,Base Station,Chat,Closed,Tier 2,Android,UK,22,0,1,5,0.69
7001216,CSE001216,2025-07-30T00:00:00.000Z,Functionality,App login issues,Doorbell,Email,Closed,Tier 1,Android,US,12,1,1,5,1.0
7001217,CSE001217,2025-05-21T00:00:00.000Z,Functionality,App login issues,Doorbell,Phone,Closed,Tier 1,Web,AU,18,0,0,4,0.25
7001218,CSE001218,2025-06-06T00:00:00.000Z,Account,Subscription question,Base Station,Chat,Closed,Tier 1,Android,UK,16,0,1,5,1.0
7001219,CSE001219,2025-05-04T00:00:00.000Z,Functionality,Refund request,Chime,Email,Closed,Tier 2,iOS,AU,14,0,1,4,0.92
7001220,CSE001220,2025-07-04T00:00:00.000Z,Connectivity,Base station offline,Base Station,Chat,Closed,Tier 1,Android,UK,19,0,0,4,0.59
7001221,CSE001221,2025-07-25T00:00:00.000Z,Functionality,No live stream,Floodlight,Phone,Closed,Tier 1,iOS,CA,16,0,1,5,0.76
7001222,CSE001222,2025-05-27T00:00:00.000Z,Inquiry,No live stream,Base Station,Chat,Closed,Tier 1,Unknown,AU,18,0,1,2,-0.62
7001223,CSE001223,2025-05-01T00:00:00.000Z,Inquiry,Motion alerts delayed,Chime,Phone,Closed,Tier 1,Android,UK,3,0,1,5,0.67
7001224,CSE001224,2025-06-28T00:00:00.000Z,Inquiry,No live stream,Base Station,Community,In Progress,Tier 2,iOS,CA,31,0,1,3,-0.08
7001225,CSE001225,2025-05-10T00:00:00.000Z,Inquiry,App login issues,Floodlight,Chat,Closed,Tier 2,Android,DE,22,1,1,5,1.0
7001226,CSE001226,2025-05-17T00:00:00.000Z,Functionality,App login issues,Doorbell,Phone,Closed,Tier 1,Web,US,19,0,1,5,0.54
7001227,CSE001227,2025-05-14T00:00:00.000Z,Billing,App login issues,Floodlight,Chat,Closed,Tier 2,Android,US,6,2,1,3,-0.34
7001228,CSE001228,2025-06-20T00:00:00.000Z,Connectivity,No live stream,Chime,Phone,Closed,Tier 2,iOS,AU,8,1,1,5,0.47
7001229,CSE001229,2025-06-15T00:00:00.000Z,Connectivity,Base station offline,Chime,Phone,Closed,Tier 1,iOS,UK,25,0,1,4,0.07
7001230,CSE001230,2025-07-27T00:00:00.000Z,Inquiry,App login issues,Floodlight,Chat,Escalated,Tier 1,Web,UK,13,0,1,3,0.01
7001231,CSE001231,2025-06-26T00:00:00.000Z,Account,Motion alerts delayed,Chime,Phone,Closed,Tier 1,iOS,DE,13,0,1,5,1.0
7001232,CSE001232,2025-07-04T00:00:00.000Z,Connectivity,No live stream,Camera,Community,Closed,Tier 1,iOS,UK,11,0,1,1,-1.0
7001233,CSE001233,2025-07-30T00:00:00.000Z,Inquiry,Motion alerts delayed,Doorbell,Email,Closed,Tier 1,iOS,AU,9,1,1,4,-0.36
7001234,CSE001234,2025-07-31T00:00:00.000Z,Functionality,Base station offline,Base Station,Chat,Escalated,Tier 2,Android,CA,16,0,1,4,0.87
7001235,CSE001235,2025-07-10T00:00:00.000Z,Account,Subscription question,Doorbell,Phone,In Progress,Tier 2,iOS,US,12,1,1,5,1.0
7001236,CSE001236,2025-05-01T00:00:00.000Z,Account,Camera offline,Chime,Chat,Escalated,Tier 2,Android,UK,29,0,1,3,0.34
7001237,CSE001237,2025-07-17T00:00:00.000Z,Functionality,Base station offline,Floodlight,Phone,Closed,Tier 2,iOS,US,9,0,1,4,0.06
7001238,CSE001238,2025-06-09T00:00:00.000Z,Inquiry,Refund request,Base Station,Chat,Closed,Tier 2,iOS,UK,13,0,1,4,0.67
7001239,CSE001239,2025-07-28T00:00:00.000Z,Connectivity,Device setup issue,Chime,Community,Closed,Tier 1,iOS,UK,15,0,1,5,0.94
7001240,CSE001240,2025-07-13T00:00:00.000Z,Inquiry,No live stream,Base Station,Phone,Closed,Tier 1,Android,US,22,1,1,1,-0.45
7001241,CSE001241,2025-05-27T00:00:00.000Z,Functionality,Refund request,Camera,Phone,Closed,Tier 1,iOS,UK,8,0,1,4,0.97
7001242,CSE001242,2025-06-16T00:00:00.000Z,Inquiry,Camera offline,Camera,Community,Closed,Tier 1,iOS,US,19,1,1,4,0.1
7001243,CSE001243,2025-05-25T00:00:00.000Z,Billing,Refund request,Base Station,Phone,Closed,Tier 1,Web,US,25,1,1,5,0.92
7001244,CSE001244,2025-06-02T00:00:00.000Z,Inquiry,Motion alerts delayed,Chime,Phone,Closed,Tier 1,Android,DE,13,0,1,2,-0.14
7001245,CSE001245,2025-06-12T00:00:00.000Z,Inquiry,Base station offline,Base Station,Chat,Closed,Tier 1,iOS,US,24,2,1,4,0.83
7001246,CSE001246,2025-06-17T00:00:00.000Z,Connectivity,Refund request,Floodlight,Phone,Closed,Tier 1,iOS,CA,6,0,1,1,-1.0
7001247,CSE001247,2025-07-26T00:00:00.000Z,Functionality,Subscription question,Doorbell,Phone,Closed,Tier 1,Android,AU,4,2,1,4,0.78
7001248,CSE001248,2025-06-14T00:00:00.000Z,Inquiry,Camera offline,Floodlight,Phone,Escalated,Tier 2,Android,CA,14,0,0,3,0.09
7001249,CSE001249,2025-05-15T00:00:00.000Z,Connectivity,No live stream,Camera,Chat,Escalated,Tier 1,Android,UK,20,0,1,2,-0.14
7001250,CSE001250,2025-05-17T00:00:00.000Z,Functionality,Device setup issue,Doorbell,Chat,In Progress,Tier 1,Android,AU,10,1,1,5,1.0
7001251,CSE001251,2025-07-25T00:00:00.000Z,Inquiry,Refund request,Chime,Chat,In Progress,Tier 1,iOS,CA,24,0,1,4,0.68
7001252,CSE001252,2025-07-24T00:00:00.000Z,Connectivity,Camera offline,Camera,Email,Escalated,Tier 2,Android,AU,17,0,1,4,0.15
7001253,CSE001253,2025-06-03T00:00:00.000Z,Functionality,Refund request,Base Station,Phone,Closed,Tier 2,iOS,AU,12,0,1,3,-0.22
7001254,CSE001254,2025-07-26T00:00:00.000Z,Inquiry,Motion alerts delayed,Doorbell,Phone,Closed,Tier 1,iOS,CA,8,0,1,2,-0.39
7001255,CSE001255,2025-05-02T00:00:00.000Z,Functionality,Motion alerts delayed,Chime,Phone,Closed,Tier 2,Android,UK,23,0,1,2,-0.21
7001256,CSE001256,2025-05-31T00:00:00.000Z,Connectivity,Refund request,Doorbell,Email,Closed,Tier 1,Android,CA,16,0,1,4,0.58
7001257,CSE001257,2025-05-03T00:00:00.000Z,Inquiry,Refund request,Doorbell,Phone,Escalated,Tier 3,iOS,AU,20,0,1,3,0.36
7001258,CSE001258,2025-05-14T00:00:00.000Z,Connectivity,Motion alerts delayed,Base Station,Email,Closed,Tier 2,iOS,UK,11,0,1,5,0.82
7001259,CSE001259,2025-06-28T00:00:00.000Z,Connectivity,Motion alerts delayed,Doorbell,Phone,Closed,Tier 1,iOS,UK,23,0,1,5,1.0
7001260,CSE001260,2025-06-11T00:00:00.000Z,Functionality,Motion alerts delayed,Doorbell,Email,Closed,Tier 1,iOS,UK,18,0,1,3,-0.19
7001261,CSE001261,2025-07-07T00:00:00.000Z,Connectivity,Camera offline,Base Station,Chat,Closed,Tier 2,iOS,UK,14,1,0,2,-0.99
7001262,CSE001262,2025-07-15T00:00:00.000Z,Account,Device setup issue,Chime,Phone,Escalated,Tier 1,Android,AU,16,0,0,3,-1.0
7001263,CSE001263,2025-07-15T00:00:00.000Z,Functionality,Device setup issue,Floodlight,Phone,Closed,Tier 1,Web,US,28,1,1,5,1.0
7001264,CSE001264,2025-07-18T00:00:00.000Z,Connectivity,App login issues,Doorbell,Phone,Closed,Tier 2,Android,DE,24,0,1,5,0.29
7001265,CSE001265,2025-05-09T00:00:00.000Z,Connectivity,Base station offline,Doorbell,Email,Escalated,Tier 1,Android,DE,17,0,0,2,-0.22
7001266,CSE001266,2025-06-08T00:00:00.000Z,Functionality,Camera offline,Camera,Phone,Closed,Tier 2,iOS,UK,27,0,0,5,0.51
7001267,CSE001267,2025-07-22T00:00:00.000Z,Billing,Base station offline,Doorbell,Email,Closed,Tier 1,iOS,DE,19,1,1,3,0.33
7001268,CSE001268,2025-07-20T00:00:00.000Z,Inquiry,App login issues,Floodlight,Community,Closed,Tier 1,Android,AU,23,1,1,3,0.15
7001269,CSE001269,2025-05-02T00:00:00.000Z,Connectivity,Order status,Chime,Chat,Closed,Tier 2,iOS,AU,30,0,1,4,0.86
7001270,CSE001270,2025-07-28T00:00:00.000Z,Functionality,Device setup issue,Floodlight,Email,Closed,Tier 1,iOS,CA,7,0,1,4,1.0
7001271,CSE001271,2025-05-23T00:00:00.000Z,Shipping,Order status,Chime,Email,Closed,Tier 1,Android,UK,26,0,1,5,0.26
7001272,CSE001272,2025-06-06T00:00:00.000Z,Inquiry,Camera offline,Doorbell,Chat,In Progress,Tier 1,iOS,DE,13,0,1,1,-0.93
7001273,CSE001273,2025-05-03T00:00:00.000Z,Inquiry,App login issues,Camera,Email,Closed,Tier 1,Android,CA,22,0,1,5,0.94
7001274,CSE001274,2025-07-24T00:00:00.000Z,Inquiry,Refund request,Chime,Phone,Closed,Tier 2,Android,DE,20,0,1,3,-0.21
7001275,CSE001275,2025-07-09T00:00:00.000Z,Shipping,Base station offline,Base Station,Phone,Closed,Tier 1,Android,UK,15,1,0,3,-0.02
7001276,CSE001276,2025-07-08T00:00:00.000Z,Inquiry,Camera offline,Doorbell,Phone,Closed,Tier 1,Android,CA,19,0,1,4,1.0
7001277,CSE001277,2025-06-16T00:00:00.000Z,Functionality,Base station offline,Doorbell,Phone,Closed,Tier 1,Android,US,13,0,1,3,0.18
7001278,CSE001278,2025-05-27T00:00:00.000Z,Inquiry,Subscription question,Floodlight,Phone,Escalated,Tier 1,Android,CA,18,0,1,3,-0.1
7001279,CSE001279,2025-07-14T00:00:00.000Z,Functionality,Motion alerts delayed,Base Station,Chat,Closed,Tier 1,Android,US,13,0,1,5,1.0
7001280,CSE001280,2025-05-29T00:00:00.000Z,Functionality,Refund request,Floodlight,Phone,Closed,Tier 1,iOS,AU,11,2,1,4,0.53
7001281,CSE001281,2025-07-30T00:00:00.000Z,Inquiry,App login issues,Doorbell,Community,Closed,Tier 2,Android,AU,11,0,1,2,-0.36
7001282,CSE001282,2025-07-09T00:00:00.000Z,Connectivity,Subscription question,Chime,Chat,Closed,Tier 2,iOS,UK,14,0,1,5,0.52
7001283,CSE001283,2025-07-22T00:00:00.000Z,Connectivity,Subscription question,Chime,Phone,Closed,Tier 1,Android,UK,11,0,1,4,0.15
7001284,CSE001284,2025-07-06T00:00:00.000Z,Connectivity,Refund request,Floodlight,Chat,Closed,Tier 1,Android,CA,30,0,0,3,0.04
7001285,CSE001285,2025-05-20T00:00:00.000Z,Connectivity,Device setup issue,Chime,Chat,Closed,Tier 1,Android,DE,4,1,1,3,0.25
7001286,CSE001286,2025-06-05T00:00:00.000Z,Inquiry,App login issues,Camera,Email,Closed,Tier 1,Android,CA,23,0,1,4,0.12
7001287,CSE001287,2025-07-18T00:00:00.000Z,Connectivity,Device setup issue,Chime,Email,Closed,Tier 2,Android,DE,24,0,1,5,1.0
7001288,CSE001288,2025-06-03T00:00:00.000Z,Inquiry,Order status,Doorbell,Phone,Closed,Tier 1,iOS,CA,10,2,1,5,1.0
7001289,CSE001289,2025-07-27T00:00:00.000Z,Functionality,Refund request,Base Station,Phone,In Progress,Tier 1,Android,UK,24,0,1,5,0.45
7001290,CSE001290,2025-06-17T00:00:00.000Z,Functionality,Subscription question,Chime,Phone,Closed,Tier 1,Unknown,CA,16,0,1,4,0.02
7001291,CSE001291,2025-06-08T00:00:00.000Z,Inquiry,No live stream,Floodlight,Email,In Progress,Tier 1,Android,AU,25,0,1,1,-0.56
7001292,CSE001292,2025-06-11T00:00:00.000Z,Account,Subscription question,Base Station,Email,Closed,Tier 1,iOS,US,13,0,1,4,0.8
7001293,CSE001293,2025-06-27T00:00:00.000Z,Functionality,Camera offline,Doorbell,Chat,Escalated,Tier 2,Android,US,19,0,1,3,0.32
7001294,CSE001294,2025-07-10T00:00:00.000Z,Shipping,App login issues,Floodlight,Email,Closed,Tier 1,iOS,UK,16,1,1,5,1.0
7001295,CSE001295,2025-06-02T00:00:00.000Z,Inquiry,Base station offline,Camera,Phone,Closed,Tier 1,Web,AU,10,0,1,5,0.93
7001296,CSE001296,2025-05-26T00:00:00.000Z,Functionality,No live stream,Floodlight,Phone,Closed,Tier 2,Android,UK,12,1,1,4,0.09
7001297,CSE001297,2025-05-14T00:00:00.000Z,Connectivity,App login issues,Chime,Phone,Closed,Tier 1,Android,CA,18,0,0,3,0.17
7001298,CSE001298,2025-06-05T00:00:00.000Z,Functionality,Subscription question,Doorbell,Phone,Escalated,Tier 1,iOS,US,17,1,0,5,0.73
7001299,CSE001299,2025-06-20T00:00:00.000Z,Functionality,No live stream,Base Station,Community,Closed,Tier 1,iOS,AU,26,0,1,4,1.0
7001300,CSE001300,2025-05-21T00:00:00.000Z,Account,Order status,Doorbell,Community,Closed,Tier 1,Android,DE,13,0,1,3,0.19
7001301,CSE001301,2025-06-11T00:00:00.000Z,Connectivity,No live stream,Base Station,Community,Closed,Tier 1,Android,CA,16,0,1,1,-0.89
7001302,CSE001302,2025-06-29T00:00:00.000Z,Connectivity,Subscription question,Chime,Chat,Closed,Tier 1,Android,CA,16,0,1,3,0.51
7001303,CSE001303,2025-07-10T00:00:00.000Z,Connectivity,App login issues,Camera,Email,Closed,Tier 1,iOS,US,19,0,1,3,1.0
7001304,CSE001304,2025-06-01T00:00:00.000Z,Billing,Subscription question,Base Station,Chat,Closed,Tier 1,Web,DE,20,0,1,3,0.1
7001305,CSE001305,2025-06-10T00:00:00.000Z,Functionality,Motion alerts delayed,Camera,Phone,Closed,Tier 1,Web,UK,20,0,1,5,0.96
7001306,CSE001306,2025-06-19T00:00:00.000Z,Functionality,Refund request,Chime,Email,Closed,Tier 2,iOS,AU,4,0,1,4,0.44
7001307,CSE001307,2025-06-08T00:00:00.000Z,Functionality,Device setup issue,Doorbell,Community,Closed,Tier 1,iOS,US,16,0,1,4,0.96
7001308,CSE001308,2025-06-13T00:00:00.000Z,Shipping,Device setup issue,Doorbell,Chat,Closed,Tier 3,Web,DE,17,0,1,4,0.1
7001309,CSE001309,2025-06-23T00:00:00.000Z,Functionality,Base station offline,Camera,Phone,Closed,Tier 1,iOS,DE,21,0,1,5,1.0
7001310,CSE001310,2025-07-20T00:00:00.000Z,Inquiry,No live stream,Doorbell,Phone,Closed,Tier 2,iOS,DE,25,1,0,3,0.06
7001311,CSE001311,2025-06-14T00:00:00.000Z,Billing,Motion alerts delayed,Chime,Chat,Closed,Tier 2,iOS,AU,15,0,1,3,-0.18
7001312,CSE001312,2025-05-31T00:00:00.000Z,Inquiry,Motion alerts delayed,Floodlight,Phone,Closed,Tier 1,Android,AU,14,0,0,5,0.91
7001313,CSE001313,2025-05-30T00:00:00.000Z,Account,Order status,Base Station,Phone,Closed,Tier 3,Android,CA,18,0,1,4,0.69
7001314,CSE001314,2025-06-27T00:00:00.000Z,Connectivity,Camera offline,Chime,Chat,Escalated,Tier 2,Unknown,AU,3,0,1,4,0.42
7001315,CSE001315,2025-07-17T00:00:00.000Z,Billing,No live stream,Doorbell,Community,Closed,Tier 1,iOS,US,20,0,1,3,0.51
7001316,CSE001316,2025-05-11T00:00:00.000Z,Inquiry,App login issues,Floodlight,Phone,Closed,Tier 2,iOS,AU,14,0,1,1,-0.63
7001317,CSE001317,2025-07-09T00:00:00.000Z,Inquiry,Motion alerts delayed,Doorbell,Phone,Escalated,Tier 1,iOS,UK,7,0,1,5,0.76
7001318,CSE001318,2025-05-14T00:00:00.000Z,Inquiry,Order status,Base Station,Chat,Closed,Tier 2,Web,CA,23,0,1,5,1.0
7001319,CSE001319,2025-07-03T00:00:00.000Z,Connectivity,Refund request,Camera,Chat,In Progress,Tier 1,iOS,AU,16,0,1,4,0.73
7001320,CSE001320,2025-07-31T00:00:00.000Z,Functionality,Refund request,Camera,Phone,Closed,Tier 1,Android,UK,9,1,1,5,1.0
7001321,CSE001321,2025-07-09T00:00:00.000Z,Billing,No live stream,Chime,Phone,Closed,Tier 1,iOS,CA,9,0,1,5,1.0
7001322,CSE001322,2025-05-23T00:00:00.000Z,Shipping,Refund request,Base Station,Chat,Escalated,Tier 1,Android,AU,23,1,1,2,-0.55
7001323,CSE001323,2025-07-06T00:00:00.000Z,Functionality,App login issues,Chime,Email,Closed,Tier 1,Android,AU,18,1,0,3,0.15
7001324,CSE001324,2025-06-16T00:00:00.000Z,Connectivity,No live stream,Base Station,Chat,Closed,Tier 3,iOS,CA,21,0,0,5,1.0
7001325,CSE001325,2025-07-01T00:00:00.000Z,Connectivity,Camera offline,Base Station,Email,Closed,Tier 1,iOS,DE,7,0,1,3,-0.04
7001326,CSE001326,2025-07-20T00:00:00.000Z,Billing,Base station offline,Base Station,Phone,Closed,Tier 2,iOS,DE,13,0,1,4,0.01
7001327,CSE001327,2025-05-14T00:00:00.000Z,Account,Device setup issue,Floodlight,Phone,In Progress,Tier 1,Android,AU,9,2,1,4,0.87
7001328,CSE001328,2025-06-16T00:00:00.000Z,Connectivity,App login issues,Camera,Chat,Closed,Tier 1,iOS,AU,14,0,1,2,-0.44
7001329,CSE001329,2025-07-22T00:00:00.000Z,Billing,Base station offline,Chime,Phone,Closed,Tier 1,iOS,DE,16,1,1,4,0.35
7001330,CSE001330,2025-07-02T00:00:00.000Z,Billing,Device setup issue,Floodlight,Phone,Closed,Tier 2,iOS,US,4,0,1,3,-0.23
7001331,CSE001331,2025-05-17T00:00:00.000Z,Shipping,Base station offline,Camera,Phone,Closed,Tier 3,iOS,DE,25,0,1,4,0.19
7001332,CSE001332,2025-07-13T00:00:00.000Z,Connectivity,App login issues,Doorbell,Phone,Closed,Tier 1,iOS,DE,3,0,1,3,0.2
7001333,CSE001333,2025-06-12T00:00:00.000Z,Inquiry,Refund request,Doorbell,Community,Closed,Tier 1,Web,CA,21,2,1,4,0.29
7001334,CSE001334,2025-06-06T00:00:00.000Z,Connectivity,Base station offline,Base Station,Phone,Closed,Tier 1,Android,UK,25,0,1,4,0.32
7001335,CSE001335,2025-07-04T00:00:00.000Z,Billing,Base station offline,Floodlight,Phone,Closed,Tier 2,Android,UK,19,0,1,4,0.53
7001336,CSE001336,2025-05-24T00:00:00.000Z,Account,Refund request,Camera,Phone,Closed,Tier 1,iOS,AU,17,0,1,5,0.85
7001337,CSE001337,2025-06-25T00:00:00.000Z,Billing,Refund request,Base Station,Email,Closed,Tier 1,Web,UK,21,0,1,3,-0.01
7001338,CSE001338,2025-05-06T00:00:00.000Z,Billing,Motion alerts delayed,Doorbell,Email,Escalated,Tier 1,Android,US,11,1,1,5,0.93
7001339,CSE001339,2025-06-24T00:00:00.000Z,Billing,Order status,Chime,Phone,Closed,Tier 2,Unknown,CA,13,0,1,3,0.13
7001340,CSE001340,2025-05-13T00:00:00.000Z,Billing,Base station offline,Chime,Phone,Closed,Tier 1,iOS,US,21,1,1,4,0.41
7001341,CSE001341,2025-07-25T00:00:00.000Z,Functionality,Base station offline,Doorbell,Phone,In Progress,Tier 1,Unknown,UK,12,1,1,3,0.02
7001342,CSE001342,2025-07-09T00:00:00.000Z,Connectivity,Refund request,Camera,Community,Closed,Tier 1,Android,UK,24,1,1,2,-0.15
7001343,CSE001343,2025-06-18T00:00:00.000Z,Functionality,Device setup issue,Camera,Phone,Closed,Tier 1,Android,CA,22,0,1,3,-0.06
7001344,CSE001344,2025-05-16T00:00:00.000Z,Inquiry,Base station offline,Camera,Phone,Closed,Tier 1,Web,AU,12,1,1,4,0.35
7001345,CSE001345,2025-07-06T00:00:00.000Z,Functionality,Device setup issue,Base Station,Community,Escalated,Tier 1,iOS,AU,3,0,1,3,-0.54
7001346,CSE001346,2025-06-13T00:00:00.000Z,Inquiry,No live stream,Doorbell,Chat,Closed,Tier 2,Web,US,5,1,1,3,0.14
7001347,CSE001347,2025-05-13T00:00:00.000Z,Functionality,No live stream,Chime,Chat,Closed,Tier 1,Android,DE,20,0,0,5,1.0
7001348,CSE001348,2025-05-04T00:00:00.000Z,Inquiry,App login issues,Chime,Phone,Escalated,Tier 1,Android,UK,19,0,1,2,-0.34
7001349,CSE001349,2025-07-19T00:00:00.000Z,Inquiry,Camera offline,Chime,Phone,Closed,Tier 1,Android,US,16,0,1,3,-0.0
7001350,CSE001350,2025-06-16T00:00:00.000Z,Connectivity,Base station offline,Floodlight,Email,Closed,Tier 2,iOS,CA,3,1,1,2,-0.4
7001351,CSE001351,2025-06-30T00:00:00.000Z,Functionality,Subscription question,Base Station,Phone,Closed,Tier 2,iOS,AU,18,0,1,2,-0.16
7001352,CSE001352,2025-05-10T00:00:00.000Z,Billing,Order status,Chime,Chat,In Progress,Tier 1,Web,US,25,0,1,2,-0.11
7001353,CSE001353,2025-06-10T00:00:00.000Z,Inquiry,App login issues,Doorbell,Phone,Closed,Tier 1,Android,US,12,1,1,3,0.09
7001354,CSE001354,2025-07-13T00:00:00.000Z,Account,Order status,Doorbell,Community,Closed,Tier 2,Web,CA,19,0,1,1,-0.73
7001355,CSE001355,2025-05-17T00:00:00.000Z,Inquiry,Order status,Doorbell,Email,Closed,Tier 2,iOS,DE,13,0,0,3,0.7
7001356,CSE001356,2025-05-12T00:00:00.000Z,Functionality,Subscription question,Base Station,Phone,Closed,Tier 2,Web,DE,4,1,1,4,0.21
7001357,CSE001357,2025-05-30T00:00:00.000Z,Inquiry,Device setup issue,Doorbell,Community,Closed,Tier 1,iOS,AU,16,2,1,5,1.0
7001358,CSE001358,2025-05-26T00:00:00.000Z,Functionality,Camera offline,Floodlight,Phone,Closed,Tier 1,iOS,DE,15,0,1,5,1.0
7001359,CSE001359,2025-07-04T00:00:00.000Z,Functionality,Device setup issue,Camera,Community,Closed,Tier 1,Unknown,AU,20,0,1,4,0.64
7001360,CSE001360,2025-07-01T00:00:00.000Z,Functionality,Motion alerts delayed,Camera,Chat,Closed,Tier 1,Web,US,27,0,1,4,0.83
7001361,CSE001361,2025-07-15T00:00:00.000Z,Billing,Device setup issue,Base Station,Chat,Closed,Tier 1,Android,CA,21,1,1,4,0.53
7001362,CSE001362,2025-05-02T00:00:00.000Z,Functionality,Subscription question,Base Station,Chat,Closed,Tier 1,Android,CA,17,0,1,1,-1.0
7001363,CSE001363,2025-07-30T00:00:00.000Z,Functionality,No live stream,Doorbell,Phone,Closed,Tier 2,iOS,DE,12,1,1,4,0.74
7001364,CSE001364,2025-06-16T00:00:00.000Z,Functionality,No live stream,Doorbell,Phone,Closed,Tier 1,iOS,UK,14,0,1,4,0.04
7001365,CSE001365,2025-07-27T00:00:00.000Z,Shipping,App login issues,Doorbell,Chat,Closed,Tier 1,iOS,US,27,2,1,5,0.87
7001366,CSE001366,2025-07-14T00:00:00.000Z,Connectivity,Camera offline,Floodlight,Phone,Closed,Tier 1,iOS,DE,22,0,1,2,-0.34
7001367,CSE001367,2025-07-04T00:00:00.000Z,Inquiry,Device setup issue,Camera,Phone,Closed,Tier 2,Android,DE,18,1,1,5,1.0
7001368,CSE001368,2025-06-06T00:00:00.000Z,Inquiry,Subscription question,Doorbell,Chat,Closed,Tier 1,Android,AU,19,2,1,3,0.32
7001369,CSE001369,2025-05-29T00:00:00.000Z,Functionality,Order status,Camera,Chat,Closed,Tier 2,Android,CA,20,0,1,5,1.0
7001370,CSE001370,2025-05-28T00:00:00.000Z,Inquiry,Order status,Base Station,Phone,Closed,Tier 2,Android,DE,8,0,1,4,0.6
7001371,CSE001371,2025-05-30T00:00:00.000Z,Connectivity,No live stream,Floodlight,Phone,Closed,Tier 2,Android,CA,16,0,1,4,0.89
7001372,CSE001372,2025-07-06T00:00:00.000Z,Inquiry,Subscription question,Base Station,Chat,Escalated,Tier 1,iOS,DE,28,1,1,5,1.0
7001373,CSE001373,2025-06-30T00:00:00.000Z,Inquiry,Camera offline,Chime,Phone,Closed,Tier 1,Unknown,DE,14,0,1,4,0.44
7001374,CSE001374,2025-06-30T00:00:00.000Z,Functionality,Camera offline,Chime,Email,Closed,Tier 1,Web,US,26,1,1,5,1.0
7001375,CSE001375,2025-06-20T00:00:00.000Z,Inquiry,No live stream,Chime,Chat,Closed,Tier 1,Android,AU,6,0,1,4,0.13
7001376,CSE001376,2025-05-02T00:00:00.000Z,Functionality,Camera offline,Doorbell,Phone,Closed,Tier 1,Android,UK,18,1,0,5,1.0
7001377,CSE001377,2025-05-22T00:00:00.000Z,Inquiry,Camera offline,Chime,Email,Closed,Tier 1,Android,US,26,0,1,3,0.34
7001378,CSE001378,2025-05-29T00:00:00.000Z,Inquiry,Camera offline,Camera,Phone,Closed,Tier 1,iOS,US,8,0,1,4,0.59
7001379,CSE001379,2025-07-27T00:00:00.000Z,Functionality,Refund request,Doorbell,Community,In Progress,Tier 3,Android,AU,15,1,1,4,0.44
7001380,CSE001380,2025-07-15T00:00:00.000Z,Connectivity,Device setup issue,Base Station,Email,Closed,Tier 2,Android,AU,23,0,1,3,0.2
7001381,CSE001381,2025-07-29T00:00:00.000Z,Inquiry,Refund request,Base Station,Email,Closed,Tier 2,Android,UK,16,1,1,4,0.81
7001382,CSE001382,2025-05-31T00:00:00.000Z,Connectivity,Motion alerts delayed,Floodlight,Chat,Closed,Tier 2,Android,CA,13,0,1,5,1.0
